,Unnamed: 0.1,Unnamed: 0,text,scores,boxes,centroid,source,latitude,longitude,nama,kategori,telp,alamat,website,last_review,date_last_review,last_review_rating,link
346,346,350,toko pakaia,0.998152494430542,"[[1238.0, 421.0], [1298.0, 421.0], [1298.0, 435.0], [1238.0, 435.0]]",POINT (1268 428),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9202486,106.936369,Dery Collection,Toko Pakaian,Telepon: (0266) 225127 ,"Alamat: Jl. Siliwangi Jl. Siliwangi Gg. H. Marzuki No.1/14, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Direkomendasikan👍🏻 …,3 tahun lalu,5 bintang,"https://www.google.com/maps/place/Dery+Collection/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e6848482ef29e9d:0xff4db28aa0099821!8m2!3d-6.9202486!4d106.936369!16s%2Fg%2F11g9qd122c?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
347,347,351,garis photography,0.9844880700111388,"[[922.0, 437.0], [1052.0, 437.0], [1052.0, 456.0], [922.0, 456.0]]",POINT (987 446.5),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9202069,106.9360518,Garis photography,Studio Foto,Telepon: 0857-2076-0132 ,"Alamat: 3WHP+WC7, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,9 bulan lalu,5 bintang,"https://www.google.com/maps/place/Garis+photography/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e6849a39aa35893:0x3d9d61f7f0305af3!8m2!3d-6.9202069!4d106.9360518!16s%2Fg%2F11h7d783fy?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
348,348,352,(a,0.6260653734207153,"[[1720.0, 435.0], [1742.0, 435.0], [1742.0, 450.0], [1720.0, 450.0]]",POINT (1731 442.5),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9202036,106.9369349,Cv. Daufa Abadi Bersaudara,Toko Beras,Telepon: 0812-1198-6795 ,"Alamat: Jl. Siliwangi GG. H. Marjuki II RT. 02, RT.02/RW.09, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43112 ",,,5 tahun lalu,5 bintang,"https://www.google.com/maps/place/Cv.+Daufa+Abadi+Bersaudara/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e6849dd164db12f:0x344e6280945dc873!8m2!3d-6.9202036!4d106.9369349!16s%2Fg%2F11h3c8rtg_?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
349,349,353,kameumeut mang,0.961988627910614,"[[1771.0, 434.0], [1919.0, 443.0], [1917.0, 469.0], [1769.0, 460.0]]",POINT (1844 451.5),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9202043,106.9370029,Warung Nasi Kameumeut Mang Adim,Restoran,,"Alamat: 3WHP+WR6, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Masakan mang adim mantap,3 tahun lalu,5 bintang,"https://www.google.com/maps/place/Warung+Nasi+Kameumeut+Mang+Adim/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e6849d853ad6243:0xdd0296fab14d7f4f!8m2!3d-6.9202043!4d106.9370029!16s%2Fg%2F11j5k47g4b?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
350,350,355,bn,0.6400113105773926,"[[68.0, 506.0], [134.0, 506.0], [134.0, 544.0], [68.0, 544.0]]",POINT (101 525),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",,,,,,,,,,,
351,351,356,the harvest,0.9958362579345704,"[[699.0, 512.0], [811.0, 519.0], [809.0, 547.0], [697.0, 540.0]]",POINT (754 529.5),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9203196,106.9356809,The Harvest Cakes - Sukabumi,Toko Roti,Telepon: 1 500 581 ,"Alamat: Jl. Siliwangi No.52-42, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: harvestcakes.com ,,2 hari lalu,5 bintang,"https://www.google.com/maps/place/The+Harvest+Cakes+-+Sukabumi/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e6849dff1772a2d:0xe34768e6c4f989f0!8m2!3d-6.9203196!4d106.9356809!16s%2Fg%2F11sf942nf_?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
352,352,357,ralotus kost o,0.7922064661979675,"[[1358.0, 554.0], [1468.0, 554.0], [1468.0, 590.0], [1358.0, 590.0]]",POINT (1413 572),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.920372,106.9365564,Lotus kost,Rumah Pondokan,Telepon: 0896-8848-4822 ,"Alamat: Gg H. Marzuki No.Block 09, RT.09/RW.01, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Tempat yang cocok,2 bulan lalu,4 bintang,"https://www.google.com/maps/place/Lotus+kost/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e6849b9b34f49a1:0xcf4447962c9e063e!8m2!3d-6.920372!4d106.9365564!16s%2Fg%2F11sw_rh5kg?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
353,353,358,cen,0.8809366226196289,"[[932.0, 599.0], [989.0, 607.0], [986.0, 629.0], [929.0, 621.0]]",POINT (959 614),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",,,,,,,,,,,
354,354,360,cantigi wd,0.9063356518745422,"[[690.0, 616.0], [764.0, 616.0], [764.0, 638.0], [690.0, 638.0]]",POINT (727 627),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9204481,106.9356184,Cantigi,Toko Kue,Telepon: 0856-2476-4111 ,"Alamat: Jl. Siliwangi No.29, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Aduh gk bngt sama toko ini percuma jualan bertahun-tahun tp gk profesional bngt masa pesenan gk sesuai.. Mau ngejelasin parah nya pelayanan nya tp lebih mau berkata kasar,seminggu lalu,1 bintang,"https://www.google.com/maps/place/Cantigi/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e684837e42b0b97:0xd5573910c838e4bd!8m2!3d-6.9204481!4d106.9356184!16s%2Fg%2F1pzs4szdv?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
355,355,361,toko perbaikan ponsel,0.9824142456054688,"[[962.0, 620.0], [1076.0, 620.0], [1076.0, 640.0], [962.0, 640.0]]",POINT (1019 630),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9204301,106.9358749,OPPO Service Center - Sukabumi,Toko Perbaikan Ponsel,Telepon: (0266) 6223102 ,"Alamat: Jl. Siliwangi No.46, RT.001/RW.009, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43112 ",Situs Web: support.oppo.com ,kakak kakak nya ramah dan ngejelasin semuanya dengan mudah buat saya yang orang awam. service bagus sekali bener bener baik dari pelayanan sampai ke pengerjaan semuanya dilakukan dengan baik. saya jadi tau permasalahan handphone saya apa …,seminggu lalu,5 bintang,"https://www.google.com/maps/place/OPPO+Service+Center+-+Sukabumi/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e69c3b0314d3591:0x14e879f9efb75f36!8m2!3d-6.9204301!4d106.9358749!16s%2Fg%2F11c2plf8n_?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
356,356,362,o ayah rw,0.9613856077194214,"[[1506.0, 628.0], [1590.0, 628.0], [1590.0, 650.0], [1506.0, 650.0]]",POINT (1548 639),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.920469,106.936667,Ayah RW,Kedai Kopi,,"Alamat: Jl. Siliwangi Gg. H. Marzuki No.3, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Pemiliknya nya bijaksana,setahun lalu,5 bintang,"https://www.google.com/maps/place/Ayah+RW/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e6849cdf68c08a9:0xa13ca3364ccdf29d!8m2!3d-6.920469!4d106.936667!16s%2Fg%2F11ty04t6gy?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
357,357,363,kantor notaris,0.9713888764381408,"[[644.0, 662.0], [738.0, 662.0], [738.0, 676.0], [644.0, 676.0]]",POINT (691 669),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.920508,106.935632,"Kantor Notaris - PPAT Astri Ester Silalahi, S.H., M.Kn.",Notaris,Telepon: 0812-6441-9200 ,"Alamat: Jl. Siliwangi G No.29, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Kantor+Notaris+-+PPAT+Astri+Ester+Silalahi,+S.H.,+M.Kn./@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e68498d4ac87d1f:0x2ba66d3dd8b6f5e0!8m2!3d-6.920508!4d106.935632!16s%2Fg%2F11mwykt6n2?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
358,358,365,o kedai es kepo,0.9602784514427184,"[[1486.0, 740.0], [1606.0, 740.0], [1606.0, 761.0], [1486.0, 761.0]]",POINT (1546 750.5),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9206089,106.9366088,Kedai Es Kepo,Kafe,,"Alamat: Jl. Siliwangi Gg. H. Marzuki No.3, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Kedai+Es+Kepo/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e6848483b34dca3:0x569f7f1dbf8b3a56!8m2!3d-6.9206089!4d106.9366088!16s%2Fg%2F11hd7fkq20?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
359,359,366,mi azzahidiyah,0.95143860578537,"[[612.0, 825.0], [732.0, 825.0], [732.0, 845.0], [612.0, 845.0]]",POINT (672 835),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9206987,106.9356069,MI AZZAHIDIYAH,Sekolah,,"Alamat: 3WHP+P6H, Jl. Siliwangi Gg. H. Marzuki, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,3 minggu lalu,5 bintang,"https://www.google.com/maps/place/MI+AZZAHIDIYAH/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e68497efc1e8c1b:0x8a12a1ae6e8c294c!8m2!3d-6.9206987!4d106.9356069!16s%2Fg%2F11f7r4k723?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
360,360,367,mie ayam 8,0.9944623112678528,"[[610.0, 845.0], [682.0, 845.0], [682.0, 859.0], [610.0, 859.0]]",POINT (646 852),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9207639,106.9355523,Mie Ayam & Mie Baso Elka,Restoran Cepat Saji,Telepon: 0815-6315-1945 ,"Alamat: Jl. R. E. Martadinata No.515, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Dikarenakan tidak ada daftar harga nya, mie ayam biasa 1 bungkus dan baso biasa 1 bungkus kena harga 40 ribu, ntah mie ayam nya berapa, basonya berapa harganya pokoknya 40 ribu total nya 2 bungkus itu, mie ayam nya enak dan banyak cuman basonya kecil dan biasa aja, jadi lebih rekomendasi beli mie ayam nya aja terimakasih",3 bulan lalu,4 bintang,"https://www.google.com/maps/place/Mie+Ayam+%26+Mie+Baso+Elka/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e684837d94c552d:0x2af67ed36cb98979!8m2!3d-6.9207639!4d106.9355523!16s%2Fg%2F11g7ntcq8d?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
361,361,368,o bhisa pogg!abumi,0.819878339767456,"[[888.0, 851.0], [1058.0, 851.0], [1058.0, 879.0], [888.0, 879.0]]",POINT (973 865),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9207657,106.9358171,BHISA Pool Sukabumi,Layanan Transportasi,,"Alamat: Jl. Siliwangi, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,3 minggu lalu,5 bintang,"https://www.google.com/maps/place/BHISA+Pool+Sukabumi/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e684900439da3b7:0x119a4c273658dc65!8m2!3d-6.9207657!4d106.9358171!16s%2Fg%2F11vy26h510?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
362,362,369,es teh manis solo o,0.9700347781181335,"[[410.0, 857.0], [560.0, 853.0], [560.0, 879.0], [410.0, 883.0]]",POINT (485 868),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9207684,106.9353383,Es teh manis solo,Dapur Umum,Telepon: 0895-3398-69881 ,"Alamat: Jl. R. E. Martadinata No.67-515, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Wangi Sepet legit kental,, segerrrr",10 bulan lalu,5 bintang,"https://www.google.com/maps/place/Es+teh+manis+solo/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e684900130f2e07:0xcffb1f444c4c61cf!8m2!3d-6.9207684!4d106.9353383!16s%2Fg%2F11lcrvx0zx?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
363,363,370,44,0.693140983581543,"[[568.0, 859.0], [588.0, 859.0], [588.0, 875.0], [568.0, 875.0]]",POINT (578 867),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9207666,106.935384,Rumah Makan Ibu Muslich,Restoran,Telepon: 0877-2163-7877 ,"Alamat: Jl. R. E. Martadinata No.75, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Makanannya enak dan harga terjangkau,6 bulan lalu,5 bintang,"https://www.google.com/maps/place/Rumah+Makan+Ibu+Muslich/@-6.9201876,106.9358963,20z/data=!4m6!3m5!1s0x2e6849002771a1dd:0x6e026cade738d5ce!8m2!3d-6.9207666!4d106.935384!16s%2Fg%2F11vzcssd5q?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
364,364,371,kuliner 69,0.9729551076889038,"[[1262.0, 863.0], [1362.0, 863.0], [1362.0, 891.0], [1262.0, 891.0]]",POINT (1312 877),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9207827,106.9364162,Kuliner 69,Kedai Sarapan & Makan Siang,Telepon: 0831-7700-9106 ,"Alamat: Jl. Siliwangi Gg. H. Marzuki No.12-3, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Mantep pokoknya
Cocok buat tempat ngopi
Lokasi nya strategis ditengah kota dan banyak pilihan menu makanan& minuman nya
Ga bakal nyesel pokoknya",2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Kuliner+69/@-6.9207827,106.9360944,20z/data=!4m6!3m5!1s0x2e684925d13eb4e7:0xa8b6c03ec15021b7!8m2!3d-6.9207827!4d106.9364162!16s%2Fg%2F11rq2gnmny?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
365,365,372,bascam dtd,0.9759226441383362,"[[834.0, 92.0], [950.0, 92.0], [950.0, 114.0], [834.0, 114.0]]",POINT (892 103),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.918547,106.935744,BasCam DTD,Agen Sewa Mobil,,"Alamat: 3WJP+H7C, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/BasCam+DTD/@-6.918996,106.9358963,20z/data=!4m6!3m5!1s0x2e684903181affc5:0x3c5e06067eb022e5!8m2!3d-6.918547!4d106.935744!16s%2Fg%2F11l296l2vs?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
366,366,373,pertama-krister,0.946994960308075,"[[654.0, 104.0], [754.0, 104.0], [754.0, 118.0], [654.0, 118.0]]",POINT (704 111),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9185539,106.9356494,Sekloah Menengah Pertama Kristen,Sekolah,,"Alamat: 3WJP+H7C, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Sekloah+Menengah+Pertama+Kristen/@-6.918996,106.9358963,20z/data=!4m6!3m5!1s0x2e68483621c96f1f:0x35a06f4e0465e3a!8m2!3d-6.9185539!4d106.9356494!16s%2Fg%2F11c45w2vqz?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
367,367,374,de kebondjati,0.9362493753433228,"[[1193.0, 103.0], [1314.0, 108.0], [1313.0, 130.0], [1192.0, 125.0]]",POINT (1253 116.5),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9185767,106.9362257,De Kebondjati,Restoran,Telepon: (0266) 221861 ,"Alamat: Jl. Siliwangi No.74, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,6 hari lalu,5 bintang,"https://www.google.com/maps/place/De+Kebondjati/@-6.918996,106.9358963,20z/data=!4m6!3m5!1s0x2e684849dc1e2c2d:0xdd5191cdfa8bb8de!8m2!3d-6.9185767!4d106.9362257!16s%2Fg%2F11c2y3235l?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
368,368,375,perguruan,0.9246944189071656,"[[360.0, 133.0], [463.0, 145.0], [460.0, 172.0], [357.0, 160.0]]",POINT (410 152.5),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.918607,106.9352116,Perguruan Tamansiswa Sukabumi,Sekolah,,"Alamat: 3WJP+H34, Jl. Syamsudin. SH, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,sebulan lalu,5 bintang,"https://www.google.com/maps/place/Perguruan+Tamansiswa+Sukabumi/@-6.9186323,106.934889,20z/data=!4m6!3m5!1s0x2e6848368a6c2607:0x78c6272184e6b5ce!8m2!3d-6.918607!4d106.9352116!16s%2Fg%2F11g889mdnt?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
369,369,376,bpk penabur sukabumi,0.9811011552810668,"[[630.0, 159.0], [812.0, 159.0], [812.0, 185.0], [630.0, 185.0]]",POINT (721 172),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.918626,106.9356823,BPK Penabur Sukabumi,Sekolah,,"Alamat: 3WJP+G7V, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Kenangan yg tidak akan pernah terlupakan pernah sekolah di SMK kartika penabur angkatan pertama tahun 86 waktu itu hanya 2 kelas dan digabung dengan SMP penabur. kepala sekolahnya almarhum ibu marta🙄kami Hanya bisa mengenang kenangan itu tetapi kenangan itu tidak bisa kembali lagi🥺 …,setahun lalu,5 bintang,"https://www.google.com/maps/place/BPK+Penabur+Sukabumi/@-6.918996,106.9358963,20z/data=!4m6!3m5!1s0x2e6849c3e4a8244f:0xe639c742bbb73999!8m2!3d-6.918626!4d106.9356823!16s%2Fg%2F11h3c4gdn6?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
370,370,377,o sembun otal,0.8059772253036499,"[[1228.0, 289.0], [1354.0, 289.0], [1354.0, 331.0], [1228.0, 331.0]]",POINT (1291 310),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9187491,106.9362942,Sembuhtotaal,Toko Obat China,,"Alamat: 3WJP+GG3, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Sembuhtotaal/@-6.918996,106.9358963,20z/data=!4m6!3m5!1s0x2e684942620a0e45:0xfa02237bf104af8b!8m2!3d-6.9187491!4d106.9362942!16s%2Fg%2F11kv6c0xlt?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
371,371,378,wlayan kekuaaenn,0.5677145719528198,"[[864.0, 393.0], [1002.0, 393.0], [1002.0, 435.0], [864.0, 435.0]]",POINT (933 414),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9189705,106.9359639,Wilayah kekuasaan akagami no shanks,Asosiasi/organisasi,,"Alamat: Jl. Siliwangi No.59, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Takut kena kamusari Shanks 💀💀 …,6 bulan lalu,5 bintang,"https://www.google.com/maps/place/Wilayah+kekuasaan+akagami+no+shanks/@-6.918996,106.9358963,20z/data=!4m6!3m5!1s0x2e68490049a8a70d:0xca98700d81093277!8m2!3d-6.9189705!4d106.9359639!16s%2Fg%2F11vwp0jmyc?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
372,372,379,estaurant sunda,0.9991737604141236,"[[1588.0, 415.0], [1690.0, 415.0], [1690.0, 429.0], [1588.0, 429.0]]",POINT (1639 422),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.918992,106.9367039,Restaurant Sunda Rasa Sukabumi,Restoran Sunda,Telepon: (0266) 213059 ,"Alamat: Jl. Siliwangi No.68, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Tempat nya luas dan nyaman pisan ,makannan Sunda nya maknyooss pisan mantapp,kamar mandi nya bersih,ke depan nya pewangi ruanggan bagusnya  di tambah agar lebih fresh dan harum",3 hari lalu,5 bintang,"https://www.google.com/maps/place/Restaurant+Sunda+Rasa+Sukabumi/@-6.918996,106.9358963,20z/data=!4m6!3m5!1s0x2e6849f4e58f15e3:0xe9981092b4ec1e77!8m2!3d-6.918992!4d106.9367039!16s%2Fg%2F11b6wd4j6t?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
373,373,380,nasi goreng 212,0.9813504815101624,"[[1033.0, 527.0], [1173.0, 518.0], [1175.0, 548.0], [1035.0, 557.0]]",POINT (1104 537.5),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9191418,106.9360011,Nasi Goreng 212,Restoran Nasi Goreng,,"Alamat: Jl. Siliwangi No.66, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Kalau buat kami sekeluarga, nasi goreng ini walau tempatnya cuma dipinggir jalan dan kelihatan tidak wah, tapi kami suka rasanya. Jadi kalo beli nasgor , kalo ga di nasgor partai politik itu ya disini. Harga nasgornya aja 14 ribu, plus telor ceplok nambah 3 ribu. Buka jam 5 sore sampe jam 11/12 malam",4 minggu lalu,5 bintang,"https://www.google.com/maps/place/Nasi+Goreng+212/@-6.918996,106.9358963,20z/data=!4m6!3m5!1s0x2e684900519fd66d:0xd3d7cb8ab8034059!8m2!3d-6.9191418!4d106.9360011!16s%2Fg%2F11vqzqcct1?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
374,374,381,masjid-daarussalaam,0.99407160282135,"[[1636.0, 546.0], [1804.0, 546.0], [1804.0, 572.0], [1636.0, 572.0]]",POINT (1720 559),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9191657,106.9369952,Masjid-Daarussalaam,Masjid,,"Alamat: Jl. Siliwangi No.52, Kebonjati, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43113 ",,Bisa buat jumatan nggak yah,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Masjid-Daarussalaam/@-6.918996,106.9358963,20z/data=!4m6!3m5!1s0x2e684849c8b1498f:0xc94fd444569544db!8m2!3d-6.9191657!4d106.9369952!16s%2Fg%2F11g9q6wlpm?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
375,375,382,sherly salon o,0.9735063910484314,"[[1702.0, 652.0], [1808.0, 652.0], [1808.0, 674.0], [1702.0, 674.0]]",POINT (1755 663),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9193019,106.9370253,Sherly salon,Salon Kecantikan,Telepon: 0815-6336-0062 ,"Alamat: 3WJP+7RC belakang hotel horison, Jl. Siliwangi Gg. H. Maksudi, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Sherly+salon/@-6.918996,106.9358963,20z/data=!4m6!3m5!1s0x2e684961d1b41b21:0x64fe1f480a24dfc7!8m2!3d-6.9193019!4d106.9370253!16s%2Fg%2F11fmh6z56s?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
376,376,383,pit olecionns,0.5467912554740906,"[[1024.0, 688.0], [1158.0, 688.0], [1158.0, 730.0], [1024.0, 730.0]]",POINT (1091 709),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.91936,106.9360081,Piti collections,Toko Pakaian,Telepon: 0822-1371-0123 ,"Alamat: Jl. Siliwangi No.62, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Piti+collections/@-6.918996,106.9358963,20z/data=!4m6!3m5!1s0x2e6849a18a6e482d:0x2a609cdb574b4e24!8m2!3d-6.91936!4d106.9360081!16s%2Fg%2F11g__53vt_?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
377,377,384,ojap,0.7695450782775879,"[[1868.0, 751.0], [1919.0, 751.0], [1919.0, 787.0], [1868.0, 787.0]]",POINT (1893.5 769),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",,,,,,,,,,,
378,378,385,mic am eika,0.7548301815986633,"[[1008.0, 775.0], [1138.0, 775.0], [1138.0, 811.0], [1008.0, 811.0]]",POINT (1073 793),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9194731,106.9359818,Mie Baso & Mie Ayam Elka,Restoran Bakso,Telepon: 0857-9840-0966 ,"Alamat: 3WJP+699, Jl. Siliwangi, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Cukup enak rasanya. Harga relatif terjangkau. Ada beberapa cabang nya, tapi rasa tidak berbeda koq",sebulan lalu,4 bintang,"https://www.google.com/maps/place/Mie+Baso+%26+Mie+Ayam+Elka/@-6.918996,106.9358963,20z/data=!4m6!3m5!1s0x2e684849d5c2632d:0x331a1f3e16cac610!8m2!3d-6.9194731!4d106.9359818!16s%2Fg%2F11bzrppfc2?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
